id,firstname,lastname,gender,birthday,status,salary,department,hourlyrate,maritalstatus,overtime
326,Mandy,Greenfelder,U,16/11/95,PE,79047.0,Research & Development,48.0,Divorced,Yes
326,Denton,Becker,F,13/5/84,PE,60045.0,Research & Development,66.0,Married,No
327,Amarion,Larkin,M,28/6/87,PE,145321.0,Sales,32.0,Single,No
327,Renea,Erdman,M,3/8/86,PE,64245.0,Sales,39.0,Divorced,No
327,Byrd,Wintheiser,M,1/11/83,PE,62026.0,Research & Development,95.0,Single,No
328,Otha,Keebler,F,4/2/90,PE,141310.0,Research & Development,89.0,Married,No
328,Randal,Greenholt,F,5/5/96,CA,121584.0,Research & Development,34.0,Divorced,No
329,Elizabet,Dickinson,F,13/3/85,CA,117526.0,Research & Development,48.0,Married,No
329,Jailene,Lakin,M,10/11/87,CA,97618.0,Research & Development,32.0,Divorced,No
332,Alston,Grimes,M,14/5/77,CA,118206.0,Sales,59.0,Single,No
332,Kazuko,Abbott,F,7/2/90,PE,58642.0,Sales,55.0,Married,Yes
333,Gidget,Champlin,M,28/4/75,PE,57584.0,Sales,44.0,Single,No
335,Antionette,Morar,U,13/9/73,,76351.0,Research & Development,56.0,Single,No
337,Carlota,Ruecker,U,14/5/73,PE,141437.0,Sales,63.0,Married,Yes
337,Omar,Beier,M,22/1/77,,125879.0,Sales,66.0,Single,Yes
340,Osie,Bruen,M,18/8/79,TE,85492.0,Research & Development,67.0,Married,No
341,Helena,Runte,U,9/12/96,PE,60112.0,Research & Development,36.0,Divorced,No
343,Eldred,Hahn,M,2/9/98,PE,146067.0,Research & Development,30.0,Married,No
344,Elyse,Stroman,F,24/1/75,PE,107074.0,Human Resources,88.0,Married,Yes
345,Jajuan,Leffler,M,15/4/81,,92701.0,Human Resources,71.0,Married,Yes
346,Albertus,Littel,M,6/3/94,,55958.0,Research & Development,59.0,Divorced,Yes
348,Hebert,Muller,M,4/9/90,PE,100324.0,Sales,77.0,Single,No
348,Tiffanie,Hessel,F,9/3/87,PE,64381.0,Research & Development,37.0,Single,No
349,Kamora,Bednar,U,24/7/88,PE,72137.0,Research & Development,40.0,Married,No
350,Maci,Hilll,F,23/11/96,,124359.0,Research & Development,77.0,Single,Yes
350,Wanda,Cartwright,M,9/9/81,PE,87829.0,Research & Development,67.0,Single,No
351,Kurt,Nikolaus,F,14/12/80,PE,101337.0,Research & Development,78.0,Single,No
352,Austin,Collins,U,12/1/91,,59530.0,Research & Development,73.0,Married,No
353,Gigi,Heathcote,U,26/1/97,PE,143397.0,Sales,92.0,Married,No
353,Hayden,Koepp,F,1/1/91,PE,119933.0,Human Resources,82.0,Married,No
353,Annika,Runte,M,24/7/92,,62438.0,Research & Development,76.0,Married,No
354,Levon,Reinger,F,10/1/80,PE,100738.0,Research & Development,57.0,Divorced,Yes
355,Theodis,Ruecker,F,28/6/90,PE,126923.0,Research & Development,84.0,Single,No
357,Darby,Herzog,M,24/5/80,CA,72575.0,Research & Development,59.0,Divorced,No
358,Payton,Homenick,U,2/3/94,,59924.0,Sales,86.0,Married,No
360,Jasmin,Willms,F,27/8/82,PE,126649.0,Sales,54.0,Married,No
360,Claud,Schultz,U,4/12/71,PE,73087.0,Research & Development,72.0,Married,No
360,Myles,Ritchie,M,19/1/79,,69366.0,Research & Development,35.0,Divorced,Yes
362,Janyce,Yundt,F,18/1/83,PE,82091.0,Research & Development,76.0,Married,No
362,Woodson,Dietrich,U,31/5/92,PE,77757.0,Research & Development,98.0,Married,No
363,Moody,Padberg,F,27/6/96,PE,117535.0,Research & Development,43.0,Married,Yes
364,Korbin,Ondricka,M,19/12/81,TE,121109.0,Research & Development,63.0,Single,No
366,Karel,McLaughlin,M,14/5/84,TE,84829.0,Research & Development,48.0,Single,No
366,June,Hamill,U,4/2/81,TE,74381.0,Research & Development,95.0,Married,Yes
366,Jaimee,Ryan,M,14/5/83,PE,65156.0,Research & Development,49.0,Single,No
367,Kerwin,Purdy,U,3/1/79,PE,55215.0,Research & Development,83.0,Married,No
368,Celia,Konopelski,F,8/1/86,PE,61724.0,Sales,68.0,Married,No
370,Theresa,Gulgowski,M,10/1/75,,81277.0,Research & Development,52.0,Single,No
372,Mauricio,Bergnaum,F,25/7/75,CA,140239.0,Research & Development,99.0,Married,No
373,Alize,Murazik,F,8/4/72,,119571.0,Sales,48.0,Married,No
373,Almond,Waters,M,15/4/73,PE,93094.0,Research & Development,42.0,Married,No
374,Birt,Farrell,F,31/8/71,PE,86943.0,Sales,85.0,Divorced,No
376,Kyle,Ankunding,F,31/8/80,PE,146364.0,Sales,67.0,Divorced,No
377,Corry,Wehner,M,8/4/84,PE,93686.0,Research & Development,42.0,Single,Yes
377,Malcolm,Schmitt,M,30/3/74,PE,59482.0,Sales,58.0,Single,Yes
378,Jeannine,Hyatt,U,18/11/70,PE,126739.0,Research & Development,87.0,Single,No
383,Jennie,Feeney,F,5/2/84,PE,108970.0,Sales,33.0,Married,No
384,Felecia,Bednar,M,23/3/96,,106510.0,Sales,94.0,Married,No
385,Marina,Stark,M,19/2/95,TE,98078.0,Research & Development,97.0,Divorced,No
386,Delmas,Daugherty,U,13/2/97,,69926.0,Research & Development,57.0,Divorced,No
387,Ellsworth,Carter,M,24/7/79,TE,138540.0,Research & Development,36.0,Married,Yes
387,Jalen,Waters,F,22/9/80,PE,118124.0,Research & Development,56.0,Married,No
387,Iva,Green,F,30/7/78,PE,67147.0,Research & Development,72.0,Married,No
389,Skyla,Kris,M,2/2/71,CA,149507.0,Research & Development,60.0,Married,No
390,Rosanne,Kihn,M,2/1/90,PE,149941.0,Sales,95.0,Married,No
391,Raekwon,Kuhn,F,6/2/72,CA,149482.0,Sales,88.0,Divorced,No
391,Iesha,Marvin,U,27/6/86,CA,128357.0,Sales,57.0,Divorced,No
392,Karma,Shields,F,16/7/83,TE,103352.0,Research & Development,78.0,Single,No
395,Abie,Kuhn,F,13/9/81,PE,109730.0,Human Resources,31.0,Single,Yes
396,Rudolfo,Schumm,F,6/8/87,CA,110232.0,Sales,100.0,Married,No
397,Millicent,Moen,M,15/3/83,PE,116407.0,Sales,94.0,Divorced,No
398,Chase,Goyette,F,16/12/82,CA,149717.0,Sales,100.0,Married,No
398,Alene,Kuvalis,F,11/10/73,PE,103230.0,Sales,50.0,Single,No
400,Adonis,Kessler,M,1/11/79,PE,86648.0,Research & Development,52.0,Single,No
403,Audry,Dickinson,F,15/4/77,PE,60869.0,Research & Development,80.0,Married,Yes
406,Vida,Hintz,F,28/10/71,PE,121373.0,Research & Development,98.0,Married,No
407,Baylie,Conroy,M,17/6/88,TE,125274.0,Research & Development,62.0,Married,No
409,Rhea,Runolfsdottir,M,13/9/94,PE,98150.0,Research & Development,46.0,Married,Yes
409,Brionna,Block,F,17/4/73,,55607.0,Research & Development,73.0,Single,No
410,Orren,Berge,U,26/4/97,TE,132390.0,Sales,39.0,Divorced,Yes
410,Emeline,Jast,M,8/12/94,PE,129714.0,Sales,60.0,Married,No
410,Johan,Haag,F,8/6/75,PE,118838.0,Research & Development,74.0,Single,No
411,Brody,Hegmann,F,22/4/78,PE,132509.0,Sales,30.0,Single,No
411,Royal,Balistreri,U,24/4/81,PE,112817.0,Research & Development,41.0,Married,No
411,Jennette,Kemmer,F,10/8/93,PE,92197.0,Research & Development,42.0,Married,No
413,Keeley,Conroy,F,17/1/70,PE,55726.0,Research & Development,87.0,Married,Yes
414,Almeda,Murazik,M,12/3/88,TE,134422.0,Sales,63.0,Married,No
415,Quintin,Halvorson,M,7/6/76,,81527.0,Research & Development,82.0,Married,No
418,Doreen,Baumbach,F,29/3/80,PE,55033.0,Bench,40.0,,Yes
419,Royal,Leffler,F,18/12/98,PE,143991.0,Bench,76.0,,No
419,Tari,Waelchi,F,8/10/98,PE,84696.0,Bench,89.0,Married,Yes
420,Judi,Daugherty,F,23/7/80,PE,56124.0,Bench,78.0,Married,No
424,Oland,Bradtke,M,7/7/72,PE,96697.0,Sales,86.0,Married,Yes
424,Gaylon,Fadel,U,5/10/91,TE,64107.0,Sales,77.0,Divorced,No
426,Christop,Frami,M,6/1/97,,56324.0,Research & Development,46.0,Single,No
427,Herbert,Brown,F,21/5/84,PE,130710.0,Sales,30.0,Divorced,Yes
427,Kelsey,Feil,F,14/4/81,TE,122762.0,Research & Development,82.0,Married,No
428,Mansfield,Mosciski,U,22/3/86,PE,135099.0,Sales,78.0,Married,Yes
428,Georgeann,Gislason,F,26/7/91,CA,133563.0,Human Resources,38.0,Married,No
428,Marylee,Schimmel,F,29/6/98,PE,98535.0,Research & Development,72.0,Divorced,No
428,Salomon,Carter,M,30/5/87,,96431.0,Research & Development,67.0,Married,No
429,Izetta,Keeling,M,12/6/73,,138064.0,Sales,43.0,Married,No
429,Ernie,Harber,M,15/10/97,PE,70102.0,Research & Development,97.0,Married,No
430,Jaylynn,Kerluke,M,9/10/97,PE,130936.0,Research & Development,96.0,Single,No
430,Octavia,Schaefer,U,23/2/71,TE,119608.0,Sales,69.0,Single,Yes
430,Joseph,Reynolds,M,28/12/77,PE,97293.0,Research & Development,64.0,Married,No
430,Stephan,Streich,U,8/2/95,PE,80348.0,Research & Development,87.0,Single,No
431,Maynard,Zieme,U,12/10/82,PE,76354.0,Research & Development,100.0,Married,No
436,Anahi,Will,U,11/7/81,PE,127531.0,Research & Development,32.0,Married,No
438,Blanchard,Ryan,M,15/1/97,PE,138655.0,Research & Development,32.0,Single,No
438,Gracelyn,Friesen,M,7/8/74,PE,73455.0,Research & Development,51.0,Married,No
439,Jesenia,Nicolas,M,28/2/79,PE,89252.0,Research & Development,91.0,Married,No
439,Esther,Cartwright,M,14/9/98,,85697.0,Research & Development,97.0,Married,No
442,Lavon,Kunze,M,29/5/91,PE,86608.0,Research & Development,86.0,Divorced,No
442,Kyrie,Sanford,M,15/4/92,PE,75514.0,Sales,64.0,Divorced,Yes
442,Jazmine,Goyette,U,15/2/90,,67732.0,Research & Development,33.0,Single,No
443,Zadie,Gorczany,M,21/6/92,,123502.0,Research & Development,88.0,Single,Yes
443,Tristin,Shields,F,25/8/80,PE,97981.0,Research & Development,55.0,Single,Yes
444,Justus,Ullrich,M,17/1/81,TE,90633.0,Sales,68.0,Married,No
445,Woodson,Bins,F,14/3/92,PE,113482.0,Research & Development,47.0,Married,No
445,Octavia,Cormier,F,21/3/78,,80301.0,Research & Development,39.0,Divorced,No
445,Darrius,Roberts,U,21/1/77,PE,56414.0,Sales,44.0,Divorced,No
446,Kristian,Heidenreich,F,11/7/75,PE,146795.0,Research & Development,97.0,Married,No
446,Jan,Fahey,M,25/10/87,PE,144382.0,Research & Development,40.0,Married,Yes
446,Warren,Corkery,F,9/2/90,PE,70914.0,Research & Development,47.0,Married,No
447,Marin,Schowalter,U,23/10/81,CA,119484.0,Research & Development,79.0,Married,Yes
447,Francies,Schoen,F,4/11/93,PE,94327.0,Research & Development,38.0,Married,Yes
449,Tyquan,Sanford,F,10/9/82,,111819.0,Research & Development,57.0,Divorced,No
449,Eugenia,Will,F,17/8/76,PE,66967.0,Sales,72.0,Divorced,Yes
450,Carrol,Little,M,2/12/82,PE,75423.0,Research & Development,66.0,Single,No
452,Brittaney,Wisoky,M,3/2/74,PE,114863.0,Human Resources,98.0,Single,No
453,Lucretia,Mante,F,24/10/76,PE,98550.0,Research & Development,67.0,Married,No
454,Carmen,Lind,F,8/4/97,TE,147651.0,Research & Development,70.0,Divorced,Yes
455,Isamar,Grimes,M,10/10/91,TE,113122.0,Research & Development,96.0,Married,No
456,Denine,Crona,M,29/10/81,PE,105854.0,Sales,91.0,Single,No
457,Kaelynn,Pollich,M,2/12/95,CA,148552.0,Research & Development,46.0,Single,No
457,Dorathy,Senger,M,26/12/93,CA,64114.0,Sales,64.0,Married,No
458,Desmond,Pfeffer,F,7/4/70,CA,72361.0,Sales,71.0,Married,No
459,Claiborne,Kuhn,F,15/5/95,PE,58088.0,Research & Development,68.0,Married,No
460,Abbey,Fahey,F,27/8/82,,124621.0,Sales,33.0,Married,No
460,Erin,Schmidt,U,30/11/96,PE,107436.0,Sales,69.0,Single,Yes
462,Doris,Effertz,M,15/4/71,,89444.0,Human Resources,78.0,Divorced,No
462,Penelope,Crona,M,12/6/99,PE,80458.0,Research & Development,81.0,Married,No
462,Maddux,Fahey,M,1/7/73,PE,74497.0,Sales,62.0,Single,No
462,Helena,Denesik,M,15/1/75,PE,57771.0,Research & Development,65.0,Single,No
463,Ellison,Bednar,F,10/3/84,PE,81377.0,Research & Development,35.0,Married,No
464,Texanna,Rohan,F,9/9/97,PE,140536.0,Research & Development,60.0,Married,No
466,Isom,Hartmann,U,28/7/86,TE,144872.0,Research & Development,45.0,Married,No
469,Patric,O'Hara,F,17/3/73,PE,120552.0,Research & Development,89.0,Married,No
472,Johny,Volkman,M,25/7/98,PE,143599.0,Research & Development,80.0,Married,No
473,Misti,Hammes,M,14/5/70,,117924.0,Sales,90.0,,No
474,Carey,Harber,U,9/5/90,PE,140852.0,Research & Development,73.0,,No
475,Abe,Schultz,M,15/11/94,CA,71706.0,Research & Development,87.0,Married,Yes
476,Zack,Koch,F,20/11/70,PE,109910.0,Sales,51.0,Married,Yes
476,Jerrilyn,Jakubowski,U,17/6/75,TE,88637.0,Sales,38.0,Married,No
476,Claiborne,Lockman,F,21/12/80,PE,87904.0,Sales,87.0,Divorced,No
476,Lamonte,Rolfson,M,27/9/79,PE,68661.0,Research & Development,59.0,Single,Yes
477,Nathaly,Adams,M,29/1/74,PE,100052.0,Research & Development,45.0,Divorced,No
478,Palma,Beahan,F,6/5/72,PE,124103.0,Sales,80.0,Married,Yes
480,Jarrad,Schmitt,U,19/2/88,PE,126906.0,Research & Development,93.0,Married,No
480,Guss,Schultz,U,27/4/96,PE,95139.0,Sales,46.0,Married,No
482,Anibal,Dare,M,23/5/86,TE,149219.0,Research & Development,92.0,Divorced,No
482,Rahn,Gusikowski,U,2/4/89,CA,124691.0,Research & Development,84.0,Married,No
482,Fran,Pagac,M,31/12/92,PE,99065.0,Research & Development,87.0,Married,No
483,Desirae,Frami,F,8/7/82,PE,105702.0,Research & Development,63.0,Married,No
483,Melissia,Strosin,F,13/12/73,PE,100176.0,Research & Development,56.0,Single,No
483,Lenord,Kihn,M,1/7/94,,64598.0,Sales,51.0,Single,Yes
484,Aryana,Hammes,M,19/6/73,PE,93551.0,Research & Development,85.0,Married,Yes
486,Gorden,Vandervort,F,25/10/77,PE,147202.0,Research & Development,67.0,Single,Yes
486,Kelby,Hessel,M,21/6/72,PE,103945.0,Sales,35.0,Married,No
489,Karma,Herman,F,22/12/94,PE,111818.0,Research & Development,31.0,Married,Yes
490,Beula,Koss,F,29/4/71,,77730.0,Research & Development,48.0,Single,No
490,Chace,Crist,F,2/1/85,PE,71364.0,Research & Development,50.0,Married,Yes
491,Chelsi,Parisian,M,24/2/87,PE,142266.0,Research & Development,52.0,Married,No
491,Cherelle,Waelchi,M,5/7/82,PE,56568.0,Research & Development,54.0,Married,No
492,Edwin,Graham,M,2/5/97,PE,138471.0,Research & Development,76.0,Divorced,Yes
492,Sidney,Reilly,U,11/2/77,TE,67500.0,Research & Development,42.0,Divorced,No
492,Claudine,O'Conner,U,12/7/94,,61888.0,Sales,84.0,Single,No
492,Irl,Okuneva,M,4/10/81,PE,58334.0,Sales,76.0,Single,No
493,Jelani,Quitzon,M,20/3/91,PE,93442.0,Research & Development,67.0,Single,No
493,Manda,McKenzie,F,7/10/89,PE,59627.0,Research & Development,48.0,Married,No
498,Christion,Jones,U,20/10/87,CA,119208.0,Research & Development,39.0,Married,No
499,Cheyanne,Wiza,M,8/3/95,PE,117399.0,Research & Development,97.0,Divorced,No
499,Evette,Marquardt,M,26/3/99,,80151.0,Research & Development,70.0,Divorced,Yes
500,Torrance,Hahn,U,13/6/94,PE,89393.0,Research & Development,98.0,Married,No
501,Raquan,Schmeler,F,31/5/90,CA,137343.0,Research & Development,76.0,Married,No
503,Socorro,Barrows,M,6/8/76,PE,135162.0,Research & Development,80.0,Married,No
503,Patrick,Boehm,U,23/10/89,,111033.0,Sales,52.0,Married,No
504,Dorla,Stark,M,14/8/98,,134767.0,Human Resources,85.0,Married,No
505,Lue,Von,F,10/12/86,PE,119230.0,Research & Development,81.0,Divorced,No
508,Ally,Turcotte,U,30/6/94,PE,130803.0,Research & Development,59.0,Divorced,No
509,Kendall,Harvey,M,18/10/75,CA,142874.0,Research & Development,54.0,Single,Yes
509,Clemens,West,U,12/10/81,PE,134268.0,Research & Development,55.0,Single,No
510,Billy,Reilly,M,30/4/77,,75300.0,Research & Development,71.0,Married,No
511,Mace,Cormier,M,29/5/93,PE,122923.0,Research & Development,84.0,Divorced,Yes
512,Cordell,Rempel,F,10/4/95,PE,120924.0,Research & Development,37.0,Married,Yes
512,Sybilla,Kreiger,M,20/9/81,PE,89122.0,Sales,89.0,Single,No
513,Devyn,O'Conner,M,12/1/94,PE,130685.0,Research & Development,59.0,Single,Yes
514,Mickey,Pagac,F,23/5/84,CA,133279.0,Research & Development,32.0,Married,Yes
514,Kenny,Shields,M,30/11/96,PE,133041.0,Human Resources,86.0,Married,No
515,Adelard,Abshire,F,15/12/73,PE,66031.0,Research & Development,87.0,Married,No
516,Chuck,Watsica,M,24/2/84,,135153.0,Sales,73.0,Married,Yes
516,Sherrie,Parker,U,17/11/77,CA,115952.0,Research & Development,42.0,Single,No
517,Ashley,Emard,F,9/1/71,PE,149670.0,Research & Development,42.0,Divorced,No
517,Dinah,Ortiz,U,21/7/91,,129401.0,Research & Development,77.0,Married,No
517,Alice,Doyle,M,1/8/98,PE,119391.0,Research & Development,66.0,Single,No
520,Olan,Homenick,U,7/9/91,TE,148916.0,Sales,72.0,Single,No
520,Sky,Collins,U,28/4/84,CA,137270.0,Research & Development,50.0,Married,No
520,Octavio,Emard,U,29/1/75,PE,133131.0,Research & Development,31.0,Married,No
520,Inga,Boehm,M,8/5/76,PE,129020.0,Research & Development,66.0,Married,No
520,Kasey,Christiansen,U,9/8/76,CA,121419.0,Research & Development,77.0,Married,No
520,Hazel,Bruen,F,19/1/80,,89167.0,Research & Development,41.0,Married,Yes
522,Sannie,White,M,13/5/75,,117537.0,Sales,33.0,,No
525,Semaj,Rowe,M,7/7/70,PE,89280.0,Research & Development,79.0,,No
527,Aurora,Fritsch,M,12/5/70,CA,132233.0,Research & Development,91.0,Married,No
527,Dolly,Ryan,U,26/3/92,CA,120725.0,Research & Development,65.0,Married,No
527,Terrance,Schroeder,F,2/6/89,PE,76154.0,Research & Development,36.0,Married,Yes
530,Sullivan,Mueller,F,24/2/76,PE,114085.0,Research & Development,90.0,Divorced,No
531,Sky,Schowalter,F,17/6/78,,68018.0,Research & Development,43.0,Single,Yes
532,Sula,Funk,F,6/4/79,,73487.0,Research & Development,93.0,Divorced,No
533,Algernon,Spencer,U,30/3/83,PE,72979.0,Sales,45.0,Married,No
535,Armani,McClure,F,20/6/73,TE,110082.0,Research & Development,67.0,Married,No
536,Edmund,Champlin,F,27/5/78,PE,117105.0,Sales,74.0,Married,Yes
537,Clarence,Kemmer,U,5/1/93,,89101.0,Sales,67.0,Divorced,No
540,Elisha,Haag,U,25/1/84,PE,74124.0,Research & Development,47.0,Married,No
541,Madalyn,Dach,M,11/7/79,PE,143222.0,Sales,36.0,Married,No
541,Ruth,Eichmann,U,19/3/73,,98816.0,Research & Development,80.0,Married,Yes
541,Claire,Kiehn,M,7/12/76,PE,70316.0,Research & Development,54.0,Single,No
542,Mat,Nienow,F,14/6/95,,141463.0,Sales,36.0,Single,Yes
542,Casimer,Reynolds,M,6/1/80,PE,76821.0,Research & Development,80.0,Married,No
544,Karol,Parisian,M,1/6/92,TE,99501.0,Sales,44.0,Single,Yes
544,Henrietta,Greenholt,U,6/4/77,PE,93206.0,Sales,93.0,Married,Yes
548,Francine,Mayer,M,17/2/97,PE,80200.0,Sales,87.0,Married,No
550,Dove,Runolfsdottir,F,4/3/72,PE,137960.0,Research & Development,48.0,Single,No
551,Arden,Hoeger,F,25/4/88,,89713.0,Human Resources,95.0,Married,Yes
552,Sydni,Rutherford,U,27/12/95,PE,123683.0,Research & Development,95.0,Married,No
553,Brandi,Klein,F,19/10/76,PE,71013.0,Research & Development,76.0,Married,No
554,Denisha,Price,M,21/6/99,PE,87662.0,Research & Development,94.0,Divorced,No
556,Kahlil,Glover,M,19/2/83,TE,70487.0,Sales,57.0,Divorced,No
558,Monroe,Pacocha,M,22/8/86,PE,122011.0,Research & Development,92.0,Single,No
558,Miley,Kshlerin,M,21/11/94,,66572.0,Research & Development,79.0,Single,No
561,Kari,Conn,F,19/1/80,,58570.0,Research & Development,31.0,Single,No
562,Alpheus,Mayer,F,25/1/77,PE,83631.0,Research & Development,35.0,Married,No
563,Draven,Gleichner,F,14/11/93,PE,109525.0,Research & Development,99.0,Married,Yes
565,North,McLaughlin,F,31/10/88,PE,128329.0,Research & Development,96.0,Divorced,Yes
566,Minor,Bradtke,U,28/1/78,CA,111715.0,Sales,79.0,Divorced,Yes
566,Mia,Von,M,11/7/86,PE,103794.0,Research & Development,73.0,Married,Yes
569,Fernanda,Anderson,U,11/11/73,PE,100056.0,Sales,62.0,Married,No
569,Angella,Harvey,F,21/1/88,CA,77758.0,Research & Development,35.0,Married,No
570,Chimere,Wunsch,F,13/8/97,PE,94717.0,Research & Development,43.0,Married,No
570,Corda,Lowe,U,18/4/79,,70581.0,Sales,51.0,Married,No
573,Laverne,Schiller,F,5/3/76,PE,131800.0,Research & Development,74.0,Divorced,No
575,Qiana,Gutkowski,U,25/10/71,PE,115611.0,Sales,58.0,Divorced,No
578,Raheem,Rogahn,M,5/9/97,,119569.0,Research & Development,82.0,Single,No
578,Lenord,Mraz,M,25/6/97,PE,102116.0,Sales,62.0,Single,No
580,Rashaan,Mills,M,16/5/97,PE,72516.0,Research & Development,48.0,Married,No
581,Tobi,Cummings,M,7/10/90,TE,135521.0,Human Resources,56.0,Divorced,No
583,Mabel,O'Hara,F,28/10/82,PE,136284.0,Sales,69.0,Married,No
583,Wally,Cremin,F,4/12/78,PE,110306.0,Research & Development,60.0,Single,No
583,Camila,Tillman,M,3/4/77,PE,99941.0,Research & Development,92.0,Single,Yes
583,Jayce,Kub,U,29/5/82,PE,97761.0,Research & Development,91.0,Married,No
584,Kymani,Erdman,U,13/5/89,TE,82247.0,Research & Development,67.0,Married,No
586,Barton,Stokes,F,10/5/91,PE,97214.0,Human Resources,49.0,Married,No
586,Arianna,Gorczany,F,15/10/73,,87397.0,Research & Development,33.0,Married,No
587,Sherrie,Hudson,U,4/10/70,PE,145960.0,Research & Development,87.0,Single,No
590,Deidre,Graham,F,18/2/84,,85806.0,Research & Development,74.0,Divorced,Yes
590,Santana,Jones,F,9/3/99,TE,85004.0,Research & Development,96.0,Married,Yes
592,Marsha,Price,F,17/11/82,TE,86095.0,Research & Development,34.0,Single,No
593,Syble,Ebert,U,5/11/94,PE,117818.0,Sales,30.0,Married,No
597,Tessa,Howell,U,7/10/82,PE,83065.0,Sales,77.0,Married,Yes
599,Joshuah,Walker,F,12/4/82,TE,127064.0,Sales,80.0,Married,No
599,Echo,Lowe,F,29/12/84,PE,58458.0,Research & Development,88.0,Married,No
600,Ewell,Hammes,M,5/9/72,PE,119049.0,Research & Development,56.0,Married,No
600,Lani,Lang,M,6/7/74,,105188.0,Research & Development,78.0,,No
606,Patty,Swift,F,26/12/87,CA,126589.0,Sales,59.0,,No
606,Lorrie,Crist,F,25/7/81,PE,111104.0,Sales,66.0,,No
606,Jonell,Frami,M,30/3/89,PE,64124.0,Human Resources,51.0,Married,No
606,Vela,Lueilwitz,M,13/11/79,TE,61581.0,Research & Development,67.0,Married,No
606,Stafford,King,M,12/12/96,,60367.0,Human Resources,52.0,Married,No
607,Garvin,Hermann,U,21/11/88,PE,138378.0,Human Resources,70.0,Divorced,Yes
607,Alto,Wisozk,F,11/1/75,PE,136728.0,Sales,94.0,Single,No
607,Stuart,Cronin,F,18/11/71,,128312.0,Research & Development,97.0,Divorced,Yes
607,Taj,Cole,U,11/12/94,PE,92292.0,Sales,62.0,Married,No
607,May,Doyle,F,21/6/92,PE,65658.0,Research & Development,80.0,Married,No
609,Arbie,Wiza,U,7/12/93,PE,82997.0,Sales,74.0,Married,Yes
609,Alana,Gaylord,F,27/10/76,,71825.0,Research & Development,75.0,Divorced,No
610,Americo,Hyatt,M,23/9/85,PE,148119.0,Sales,70.0,Married,No
610,Sidney,Johnson,F,12/12/90,PE,141549.0,Sales,91.0,Married,No
611,Deetta,Lowe,F,11/1/71,PE,107681.0,Sales,58.0,Married,No
611,Weldon,Cronin,M,26/12/88,PE,83682.0,Research & Development,65.0,Single,No
613,Leva,Berge,M,8/6/78,PE,90204.0,Sales,60.0,Single,Yes
615,Kyleigh,Rutherford,F,12/12/97,PE,67230.0,Research & Development,38.0,Married,Yes
617,Rickey,Aufderhar,U,27/12/94,PE,139864.0,Research & Development,57.0,Single,No
619,Dijon,Kohler,U,2/7/88,,82779.0,Research & Development,60.0,Married,No
621,Saint,Hayes,F,9/8/93,,128053.0,Research & Development,90.0,Married,No
622,Marley,Okuneva,F,27/10/78,PE,146836.0,Research & Development,94.0,Single,No
622,Dakotah,Kirlin,M,5/11/76,PE,93349.0,Research & Development,87.0,Married,Yes
623,Tyrique,Gusikowski,F,10/2/71,PE,145009.0,Research & Development,60.0,Married,Yes
624,Serenity,Senger,F,19/4/93,TE,85681.0,Research & Development,97.0,Married,No
626,Uriah,Schmidt,U,8/12/97,PE,88767.0,Research & Development,32.0,Divorced,No
627,Edwin,Abbott,M,21/12/79,,139549.0,Sales,31.0,Divorced,No
627,Alphonsine,Bode,F,13/7/78,PE,72830.0,Research & Development,40.0,Single,No
628,Lucretia,Shanahan,U,2/7/83,CA,128515.0,Human Resources,79.0,Single,Yes
629,Broderick,Mills,F,25/4/86,PE,104727.0,Sales,91.0,Single,No
630,Iola,Hilpert,M,1/12/74,,100923.0,Sales,53.0,Married,No
631,Milan,O'Conner,M,1/7/75,,116626.0,Research & Development,46.0,Married,No
631,Becky,Murazik,F,26/3/87,PE,112854.0,Research & Development,46.0,Divorced,Yes
632,Linette,Mante,U,27/5/97,PE,146708.0,Sales,90.0,Divorced,Yes
632,Josephus,Collier,M,13/11/86,,103524.0,Research & Development,99.0,Married,Yes
632,Sharonda,Doyle,M,22/10/82,PE,71172.0,Sales,89.0,Married,No
634,Corina,Schowalter,U,2/3/74,PE,91252.0,Research & Development,84.0,Married,Yes
635,Lolita,Kuvalis,F,29/7/88,PE,140096.0,Research & Development,90.0,Married,No
637,Iyanna,Bauch,F,12/6/85,PE,117873.0,Research & Development,82.0,Married,No
638,Crockett,Zieme,U,25/8/78,PE,86551.0,Human Resources,65.0,Divorced,No
639,Dulcie,Lemke,F,15/5/70,,59796.0,Sales,98.0,Divorced,No
640,Clint,Feil,F,18/12/75,PE,120068.0,Research & Development,99.0,Single,No
643,Stella,Homenick,M,29/9/75,PE,149108.0,Research & Development,95.0,Single,No
645,Kayley,Predovic,F,20/5/73,,108400.0,Research & Development,90.0,Married,No
645,Clearence,Turner,M,17/5/97,PE,98536.0,Sales,100.0,Divorced,No
646,Nova,Predovic,U,25/1/97,PE,103012.0,Research & Development,93.0,Married,No
648,Reina,Roob,M,11/5/94,,65167.0,Research & Development,58.0,Single,No
648,Luella,Tromp,M,24/1/70,PE,55559.0,Research & Development,83.0,Single,No
655,Trey,Conn,F,21/4/78,PE,118809.0,Human Resources,52.0,Married,No
656,Isabel,Hilpert,M,1/3/77,CA,64781.0,Research & Development,85.0,Married,No
657,Juana,Russel,F,8/7/91,,142237.0,Research & Development,81.0,Married,Yes
659,Tatyana,Cassin,M,4/2/87,TE,62908.0,Sales,64.0,Married,No
